comments,ratings
1993年戛纳金棕榈大奖，国际影评人大奖。华语电影唯一一枝金棕榈，陈凯歌同学笑傲多年的资本。确实是华语电影的巅峰之作，以京剧为剧情发展的主线，比《活着》更具艺术性，给人印象也更深刻，特别是张国荣的倾情演出。,5
耗尽了陈凯歌一生的才华，成就了一个痴情的程蝶衣。,5
重点不是时间的流逝，而是一个理想主义者的死亡。哥哥最好的电影之一，已经不能仅用一个演员来形容他。关注历史背景的戏剧性潜力，关注政治现实对个人生活的影响。,5
少年戏份大致还行，后面故事则是一团乱麻。首先立足点大有问题，然后两个主角太被动，总因时代之变而变，其中很难确立一个不变的内核，性格因而浮于表面，与时代之多变交织在一起，就脱不了机巧之嫌，也就是为做戏而做戏。视觉风格则较为突出，但语言层面上并无建树，有些过“实”，故事其实也有这毛病,2
翻译成再见我的妾实在是太酷儿了。。,5
哥哥的经典之作，今天又看了一遍，好看。哥哥将程蝶衣诠释的非常灵动。这部也是陈凯歌导演的巅峰之作了，要是陈导都是这个水准的话，那。。。,4
这一部，给五星是不够的，但我不敢再看一遍了。,5
既是经典，何须多言。,5
张丰毅，张国荣和巩俐的表演都很吸引，印象最深刻是巩俐被游街时脸上那种失落又仿佛看透一切，毫不在乎的表情，深深震撼了我。,4
"1.前任3、后来的我们，1年见好几部
2.湄公河行动、唐人街探案，1年见一部
3.复仇者联盟、侏罗纪世界，2年见一部
4.我不是药神、摔跤吧爸爸，5年见一部
5.美丽人生、活着，10年见一部
6.泰坦尼克号、大话西游，15年见一部
7.霸王别姬，50年见一部",5
这部剧让我见识到了哥哥的演技！不愧是一代风华人物，说了是一辈子，少一天一分一秒都不是一辈子！👍真的很酷，要是现在还活着，该多好,4
很不错的电影。【一个个都他妈忠臣良将的模样，那日本兵就在城外，打去呀，敢情欺负的还是中国人。】过了这么久，这句话依然适用，也不知道是不是悲哀。,4
小说原著是典型的李碧华，恩怨情仇，锋芒锐利。但改编成电影之后变得厚重沧桑。现在想来，除了备受赞誉的主角团之外，葛优塑造的戏霸真是太有性格了。,5
在程蝶衣说出我也揭发，揭发这良辰美景美景奈何天的时候，我哇哇大哭，这部电影最震撼我的不是不疯魔不成活不是唱一辈子戏，而是时代的悲剧洪流下，我们无所幸免的人生，艺术的信仰者被迫成为了艺术的出卖者，在那个悲剧的时代，他连为艺术殉道的自由都没有。,5
2002年初冬的烟台，一个人看完了一个故事。似乎一转头的功夫，就已经成熟。很痛的东西在一个血腥的年代凝固，找不出更合适的话来抒发酸楚。,5
不到园内，怎知春色如许,5
虞姬是真虞姬，霸王是假霸王。不忍心看第二遍。说好的一辈子，少一年，一个月，一天，一个时辰，都不算是一辈子。,5
五分。一腔一调，一画一景，一颦一笑，两个角，四个时代，半个世纪。演员演技不用说了，哥哥每次都是和人物水乳交融，已经分不清是张国荣还是程蝶衣。导演牛，中国电影的巅峰,5
陈凯歌导演最好的作品，反复看，现在的陈导还能有这么好的作品再现吗，无极和妖猫去看了，差距有点。希望陈导下一部作品能重现当年风采。,5
"不愧是最优秀的中国电影。

每一个角色都演得很出彩，张国荣则是完全入戏了，可叹虞姬、程蝶衣、哥哥，戏里戏外性格和命运惊人相似。

剧本写得太好了，这个要大赞~

剧中人物的情感纠葛、人生经历和中国从北洋政府到文革结束的充满动荡与血泪的历史相结合，演绎出了一部感人肺腑的传奇。

电影中文革",5
我心中永远的哥哥，因为某档综艺节目让我又重温了一遍，经典就是经典，永远都不会衰退。,5
《霸王别姬》，一部接近三个小时的电影，却涵盖了中国从近代到现代的历史演变，不得不说是一部难得的另类历史剧。,4
无法超越的经典，心疼程蝶衣，虞姬和假霸王永远不可能在一起。,5
喜欢哥哥很多年了，一直觉得霸王别姬他和张丰毅老师演绎的这段感情至今是最难以撼动的别样情愫。他饰演的程蝶衣敢爱敢恨，虽身为男子却把女人的柔媚演绎的淋漓尽致。哥哥，你是我心中永远的程蝶衣。,4
重温经典！人生如戏，戏如人生。戏有几多生动，人生就有几多沉重！,5
陈导拍完这片真该激流勇退，给自己留个美誉告别影坛，金盆洗手永不再碰胶片,5
那个一辈子活在戏中的人，就这样恍惚了一生。华语电影的杰作。,5
“说好了一辈子，少一年、一天、一个时辰，都不是一辈子。”虞姬是真虞姬，霸王是假霸王。哥哥最经典的电影之一，人生如戏，戏如人生。,5
今天真想你啊，张国荣先生。看到了一个娱乐圈文，里面的男主被作者形容为风华绝代，我就在想，风华绝代的你，是不是正在另一个世界琢磨着电影，打磨着好歌呢？,5
一部电影可以让观众感受到“戏如人生”足以证明这部电影的经典。不是张国荣的粉丝，但是张国荣绝对是这部戏的灵魂。通过一部戏认识一个人👍,5
可怜蝶衣似荼蘼。,5
一部电影，一份感情，一段史诗，解刨人性，感悟自我！,5
终于明白了世人为何都爱张国荣。哥哥赋予角色永恒的生命，这才是真的风华绝代。我想虞姬即使自刎于剑下，那一刻，她亦是幸福的，对望的眸中，她看到生死相许的来世。所以无怨，也无迟疑。,5
文化大革命来了，一切真的都颠覆了？革文化的命，对文化进行批判，打破固有的一切文化。或许如果这只在学术界进行，只是行而上的批判是好的，可是当权力掌握在了不成熟的头脑发热的人的手中，也许就变味了。没有了文化，没有了标准，没有了历史，每个人都可以是他想是的了，最终，也就什么都不是了,5
袁四爷后，最懂蝶衣的大概是菊仙了吧。两个深爱段小楼的人，只能把一切不幸和错误归咎于对方，舍不得怪那段小楼一分一毫……,5
既是经典，无需多言。讲述了历史，立住了人物。,5
没有道理不喜欢的.,5
"剧中的程蝶衣分不清戏和人生，现实中的哥哥何尝不是这样。哥哥的死让人悲伤，但生活中总有这样的人，他们因为太爱一个事物导致到最后忘记了自我，这样的人在我们开来是痛苦的是不值得的，但至少在他们心里自己是快乐的。霸王别姬，我最爱的电影之一

",5
【豆瓣第1700部】虽对张国荣无感，但必须承认电影是神作。淋漓尽致地展现了角色在时代变迁与政治事件的漩涡中的挣扎。除了叙事推进较生硬刻意外几乎完美。各主演和配角的表演都非常努力出色。尊龙和张国荣都以非科班的出身演绎了妩媚的男同戏子与完美的《贵妃醉酒》/20171106台北金馬影展,5
印象最深的是他们欺负程蝶衣那段，太心疼了,3
说的是一辈子！差一年，一个月，一天，一个时辰，都不算一辈子！,5
借了戏子的眼，看了近代的人，与其说是情情爱爱，不如说是对这段飘摇百年史的审判。也难怪近年的电影无出其右，陈导赶上了好时候，这台词放现在能砍十回头。,5
每看一次，每次都久久无法自己，惋惜哥哥的大好人生。,5
半世浮萍随逝水，一宵冷雨葬名花。每一秒钟汗毛都是倒竖的。第一流的作品总是很难评论，因为它面面俱到的优秀，很难理出一条线来。口音，场景，打光，背景音，过场人物如张公公，老师父，青木，配角如袁四爷，经理，小四，还有最众星捧月的三大主角全都优秀。这不能写影评，只能写论文了。,5
我本是男儿身，又不是女娇娥！哥哥张国荣真的将程蝶衣这个角色演活了！为哥哥打Call！愿天堂没有悲伤,5
今天又看一遍，感觉今日全国都是小四,5
又有谁料得到多年后有个叫毕福剑的也因为唱戏倒了大霉。我看着京剧这个传统艺术在时代的洪流中浮浮沉沉，叹一句人不能活得太认真。“旗人懂戏，日本人懂戏，军阀懂戏，可“劳动人民”来了，就他妈的不让唱了。我操你大爷！”←笑尿 另外这电影让我想到《活着》和投河的老舍。唉，多说无益。,5
都说婊子无情，戏子无义，可这部电影里不管是菊仙还是蝶衣都是有情有义之人，显然作者是不认同这句话的，这一直不觉得这是一部同性恋电影，因为蝶衣一直活在戏里，并没有把自己当男的，不疯魔不成活，我本是女娇娥，又不是男儿郎片中反复出现，他把自己的一生都奉献给京剧，和他的感情,5
这种佳作，一生能有一部也值了。陈导厉害👍真虞姬与假霸王的故事令人唏嘘，张国荣的表演让人跪服。,5
一辈子只唱一段京戏，只扮演一个角色。陈凯歌的颠覆之作。,5
这部戏我从头哭到尾，那么难那么苦的时候都过来了，程蝶衣我到最后都只记得你叫程蝶衣，你，冤不冤？！,5
历史的文化底蕴 任谁千百年来你也跨越不了的距离。即使站在风口浪尖他也是一个堂堂正正的英雄,5
2021.10.30 17:37 时代进步了，思想开放了，技术成熟了，但好像再没看过敢拍这种题材的电影了。也明白了，他为何一直被称为终点。,5
不愧是华语最佳影片，二十年后依然打动人心。,5
本是男儿身，又不是女娇娥。To 程蝶衣，To Leslie Cheung,5
想说的话很多，读了几篇影评后发现人家都说完了，葛优演的实在好，哥哥更是风华绝代，把巩俐硬A成个村姑，至于感情，至于文革，吾不言，吾不言,5
陈凯歌的巅峰，有人说此片不是他拍的，野史存疑，看过他的搜索也不错。鉴于那个年代香港方面主动找他拍李碧华的小说，男主大牌随便选，相信那时的陈凯歌是有这个实力的。片子很悲凉。看过几遍，但是剧情忘记较多。杀伤力大，心情郁闷的不要看，会更难受的。,5
你是真虞姬我是假霸王 蝶衣最后倒在舞台上是他的解脱。哥哥已经离开我们15年了 这部片不管看多少遍依然怀念他！,5
陈凯歌创造的中国电影巅峰之作！加冕嘎纳金棕榈大奖，迄今为止最好的中国内地电影,5
时代压不垮四爷唯我独尊的气度，岁月改不了菊仙江湖女儿的豪情。风华绝代座无虚席独爱凤冠霞帔，空无一人拔剑自刎自己成全自己。英雄看忠不看勇，美人在骨不在皮。任台上风云变换，任台下斗转星移。听戏的人早已离开，唱戏的人还在梦里。当硝烟散去，谁还在乎段小楼是不是假霸王，程蝶衣是不是真虞姬。,5
觉得剧本写的很好！对于小楼最后为什么出卖蝶衣，小四报复，蝶衣讨厌菊仙都有铺垫。就拿蝶衣讨厌菊仙来说，不仅是因为菊仙抢走了小楼，破坏了他和小楼的感情，还因为菊仙是个妓女。因为蝶衣自小因为她母亲是妓女的缘故，就受到了许多人冷眼与欺压。,4
这或是陈凯歌一生最好的导演作品，电影以京戏为媒介，将中国上世纪的那人那事以最为鲜活的影像予以了呈现，时代的变迁与小人物的宿命，每一个镜头细节的刻画都几近完美，张国荣饰演的程蝶衣电影中是“不疯魔不成活”的戏痴名角，亦然也是做到了本色出演，这本就是一部“不疯魔不成活”的电影。,5
不疯魔不成活，张国荣的演技真的好啊！！！,4
心里像是丢了一只没长大的小刺猬…弱弱的刺…扎的痒痒的…还有点疼,5
不行，说的是一辈子！差一年，一个月，一天，一个时辰，都不算一辈子！看完电影这句话深深印在脑海里，感到莫名的悲凉。,5
【X】华语片的巅峰。风华绝代，癫狂、迷乱和奇情，既有京剧戏曲之美，也有那真实的、残酷的历史之痛与人情之悲。视听设计、摄影、剧本、表演，全方位的优秀,5
故事，人物都很真实。顺序拍摄，先学戏几个月，不露脸的戏也不会用替身，这些对现在来说几乎是不可能发生的。明星当时已成为百万片酬张国荣的标签，但他用行动证明他是一个演员。,5
风华绝代的虞姬，敢爱敢恨的菊仙。我看的时候确实纠结了很久应该选择哪一个。,5
“就让我跟你好好唱一辈子戏，一辈子，就是一辈子，差一年，一个月，一天，一个时都不算一辈子”,4
从小被迫改变性向的虞姬，只记得他含冤悲戚，无望的双眼，可悲可叹的真虞姬与假霸王,5
也许程蝶衣以自刎结局才是最好的结局吧，这是真虞姬,4
"不太喜欢程蝶衣被段小楼用烟斗在嘴里一通乱捣就完成了性别认识的转换从“我本是男儿郎，又不是女娇娥”过渡到了“我本是女娇娥，又不是男儿郎”这样的设定，太生硬太刻意了。程蝶衣长大后对京剧艺术的疯魔是很显然的了，然而这种疯狂的爱是从何而来的呢？结合他的童年经历，我并没有看到。
最令我印象深刻的两个人是袁四爷和菊仙，感动于他们对艺术和人性的坚持。
翻了一下评论基本上是清一色的五星……一千个读者就有一千个哈姆雷特吧。欢迎吐槽。",3
事实上，在影片《霸王别姬》的故事中，这段真切清晰的现当代中国编年史的句段，只是酷烈跌宕的悲剧人生得以出演的一幅景片，它不复意味着对某种权力话语的消解或重建，而只是戏梦人生间的一个不甚了了的索引，只是结构人物间恩怨情仇的一个借口般的指涉。这段对陈凯歌及其同代人有着切肤之痛的现当代中国历史，在影片中只是景片般地映衬出一个绝望的“三角恋爱”——经典的情节剧的出演。每一个可以真切指认、负载中国人太过沉重的记忆的历史时刻，都仅仅作为一种背景放映，为人物间的真情流露与情感讹诈提供了契机与舞台，为人物的断肠之时添加了乱世的悲凉与宿命的苦涩。——戴锦华《电影批评》 。,5
太经典，哥哥在里面各种扮相都太经典，拷问了人性，有时候感情比不过活着,5
如今再看…依旧可以感受哥哥的程蝶衣那份独有的精彩…,5
真.风华绝代！凯歌导演靠这个能吃两辈子的饭，经典的创作真非求而能得。,5
浪得虚名。故事和历史的讲述都空洞没有灵魂。人物变成完全服务于“传奇”的木偶，一切都为了剧情的戏剧性和煽情，所谓的“悲剧性”只不过是某种意义的“情节曲折”，不令人信服、不能令人共情。令很多人感动的“人戏不分”我认为根本只是刻奇，程蝶衣为什么会不分？不分意味着什么？陈凯歌对自己人物的心理根本没有同情和理解，对同性恋的压抑也没有理解，这大观园一般令人眼花缭乱的剧情和人物只是魅俗感人的道具而已。戛纳冲着东方主义的奇情给颁了一座金棕榈，国人竟也没看出故事的空洞而跟着吹捧，真是后殖民崇洋媚外之典范了,3
不相信英雄，时代的沉浮中，个体的爱恨，其实都带着无能为力的悲伤。,5
跟原著相比改动很多，戏剧性极度浓缩增强，四儿和菊仙的戏份改动很多，结局也改了，如果很熟悉原著的话看电影会觉得太drama了有点难以接受。隐去了很多露骨的部分，大太监和袁四爷的戏份细节都有删改，关爷正好在北平解放那一天去世，戏剧性太强反而失真了。原著的时间跨度很长，这里很浓缩，我感觉节奏太快。菊仙的戏份多了很多，功能性增强，而且她给蝶衣擦小楼啐的口水，蝶衣戒大烟的时候哄他，这两个细节非常惊艳，把菊仙写出了立体的母性和善良。剧情最大的bug是蝶衣揭发菊仙是妓女，但是所有人都知道她是妓女，怎么能是他的揭发直接导致她被斗呢，这台词功能强，但是内容错了。因为我非常喜欢原著，四年级熬夜看的，在被窝里哇哇大哭，所以对电影很严格。即使这样我愿意给五星，我提出的缺点没有一样能影响这个评价。,5
重看此片，又生出一些新的感慨。这就是所谓经典，任何时候拿出来重温，它非但能像以往那样再一次击中你，同时还会让每个不同阶段的你在观看的时候生出以前从未有过的感想。不疯魔不成戏，可以想象当时创作这部电影的人都是忘我投入的吧！这部剧至今为止都是我心目中中国电影最佳。,5
五星给哥哥张国荣，给张丰毅，给巩俐，给陈凯歌导演，给片头客串的蒋雯丽。。。陈凯歌导演的巅峰之作，应该无法超越了。,5
一个假霸王，两个真虞姬,5
剧情的冲突，人物的冲突推动着故事的发展，以中国最深的文化底蕴京剧反映了当时的社会，这部剧之所以经典大概是因为无论何时看都能引人深思，最后说句哥哥演得真好😭,5
你妹，搞最後原來菊仙才是最decent那個，這諷刺我給滿分！ 看得太TM煎熬! (CR類型的都是大考驗，我覺得看這比看Holocaust的要難受多了，今年還是50週年。。。92，93的時候其實還挺寬鬆，現在根本不可能拍這種題材了吧。。。更讓人心寒。。,5
我觉得程蝶衣这样的人在传统中国这样一个人际关系无比重要、人人都是政治动物的社会中根本不可能存在，现实中的文艺名家哪个不是人精？感觉传统日本比较可能养出这样的人。另外，程蝶衣不在十年动乱中自杀，却在粉碎四人帮、拨乱反正后的“尧天舜日”之下自杀，现在想想当时允许这样拍真不容易。,4
你当今儿是小人做乱，祸从天降！不是，不对！是咱们自各儿一步一步，一步步走到这步田地来的！报应！我早就不是东西了！连你楚霸王都跪下来求饶了，那这京戏他能不亡嘛？他能不亡嘛？报应！报应！,5
陈凯歌能靠这部电影吹一辈子,5
说好了是一辈子 差一年 一个月 一天 一点 一个时辰都不算是一辈子。,5
旧社会把鬼变成人，新社会把人变成鬼。较有意思的是袁四这个角色，虽然总觉得葛优丑而且搞笑。袁四这种貌似各朝各代都吃得开，在法庭上指着法官鼻子怒斥“你污蔑国学”的人……落到土鳖革命造反派手里却只能一声不吭被game over，说明土鳖才是碾压一切的终。极。大。杀。器。啊。,4
这部电影让我想起了《活着》《许三观卖血记》，貌似这类反映文化大革命题材的电影或者文学作品的评价都相对会高一些，哥哥真的很帅！,5
最牛逼最好看的一部中国好电影。,5
我心中的华语经典之作，想起当初看《霸王别姬》，哭了整整两包纸巾，那种痛彻灵魂的体悟，至今难忘。永远的程蝶衣，永远的张国荣，永远怀念哥哥！,5
"哥哥真是绝代芳华。
故事很虐，却也很真实，心疼蝶衣。",5
终于明白了世人为何都爱张国荣。,5
"还是哭了。
程蝶衣，我是假霸王，你是真虞姬。
你太美，段小楼不配。",5
程蝶衣完美诠释了“不疯魔不成活”。,5
小尼姑年方二八，正青春被师父削去了头发。我本是男儿郎，又不是女娇娥~,5
其实，张国荣先生真的是百年一遇的奇才，他的作品都是最棒的！致敬张国荣先生！,5
这么严肃的电影怎么选吴大维来演红卫兵呢？好恶趣味哦。陈凯歌这是学贝托鲁奇的末代皇帝啦。小豆子妈真的是蒋雯丽啊！蒋雯丽当年咋就这么美！！师傅说是人都听戏，不听戏的是畜生，老爷子果然有先见之明！,3
有人问，你看过最多次的电影是什么，大概是人生的缩影，，人生如戏，戏如人生,4
文革中六亲不认，人格扭曲更是展现到了极致。,5
12年后再看《霸王别姬》。在大银幕前，看老旧胶片丝丝作响，怀念张国荣，也怀念某种值得讴歌的自由与尊严。那种疯魔的戏痴啊，终于也被折磨出崩溃境地，让这荒唐世道显得难堪如斯。这次看，觉得最真性情的，还得加一个菊仙，真是差点忘了她的好。,5
看了几遍都不喜欢,2
段小楼成全了程蝶衣一次，蝶衣却成全了小楼一辈子。小楼的不能坚持，不是因为菊仙，就算没菊仙，也还会有各种别的原因。真正的原因是他自己的不敢。怎么敢在凡人堆儿里回应蝶衣的期待……直到那泣不成声的质问，才暴露那份儿心底里的在乎。,5
永远的哥哥……不朽的纯洁又绝望的爱，虞姬是你，世上却早无霸王。愿所有真情都能善终……,4
别的不用多说，就张国荣的音容笑貌我现在还记得一清二楚，那个眼神简直要把人魂勾走，太好看了，简直比巩俐还美，美人啊……,5
「一个个都他妈忠臣良将的摸样……敢情欺负的还是中国人。」,5
他用别人的相片拼凑出她的样子， 在这个虚假的，冷漠无情的世界里只有这份思念是唯一的真实,5
最讽刺的难道不是电视旁的所谓观众么？导演老头子都比他们真情实感多了 观众为了他落泪欢呼击掌又如何 之前却从未想过让他离开 之后也只是换了一个节目频道罢了,5
就算是已经完全知道剧情走向也还是被震撼被感动。就算你能摄影我的一切也无法在我脑内安装摄影机。,5
我是不是也在楚门的世界活着？,4
打开这道门，即便现实再最肮脏也请让我自己感受！关掉你的镜头，即使现实再无奈你也必须自己体验！,5
当你望着深渊的时候，深渊也在回望你。楚门之外的世界，又会有怎么样的窥探？最怕的是，我们永远无法求证自己身处在哪个世界。,5
影片结尾两个保安的话让我不寒而栗，楚门到底有没有走出楚门的世界？,5
神作！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,5
我不要，永远不要被操控。,5
原来植入广告那都是人家美国人玩剩下的玩意儿……,4
大概是00年，我12岁那阵，明珠台午后剧场，我一个人蹲在房间从开始的呵欠连天一直看到最后连广告插播都不敢走，这是我第一次记忆清晰的看电影看到哭得一塌糊涂并且结束后依然不能抽离，也是我第一次真正的入戏。某种意义上算是我的启蒙电影。今天再看，still into me。,5
每个人都向往自由而不仅仅是安定,4
希望找到这世界的EXIT,5
年轻时候的金凯瑞真TMD 帅。尤其一头柔顺的头发。,4
这样一部片子看得热泪盈眶，开始的诙谐幽默到后来彻骨的寒凉，最后挣扎的那一段太震撼人心。原来我们都曾假想过自己的生活是一场旷日持久的真人秀，而我们都只是镜头焦点中的演员。,5
#继续补看250#剧本创意很赞，怀疑这根本不是电影，而是生命终结时的彻悟；走向所谓真实世界，虽也有谎言有伤害，但残酷的真实总好过虚假的美满；智勇者追求真理，胆怯者苟安于世，庸碌者永不察觉。,4
楚门最后走出小岛时，有一个声音说其实外面才是最可怕的。我想到了现在中国的体制内的工作，一成不变。但是确少有人敢于离开，其实我觉得离开是解脱也是一种冒险吧。人的一生也有很多的路可以选择，有人选择安稳，有人选择冒险去追逐！我们每个人只能决定自己的人生而不是其他人的，每个人都有自己的路,4
这是一部每个中国人和每名中国同志都应该看的电影，我们就是无数的楚门，生活在这个时代。我们的命运被操控在他人手中，大多数人还并没有发现，更多的人发现了也无力挣脱。心灵的顿悟是人生的必修课，你不去选择它，它就会左右你。“人生如戏，戏如人生”,5
这种故事，如果拍得太圆满就是一种浪费，这都是导演的错。现在看到金凯瑞的笑就他妈想抽他。,3
安德鲁·尼科尔总能带来这种概念特别好的本子,4
“其实我们都是楚门，差别只是，楚门最终走出了他的世界，而大多数的我们终其一生都将在其中徘徊。”,5
"重看结局，只觉得楚门的告别太温柔了。那么果决地离开“安全世界”，没有怨憎，只带走了一幅爱人的小相。In case I don't see you : good afternoon, good evening, and goodnight.这是要有多善良才能这么温柔地对话偷窥他，伤害他，消费他的人群啊。不得不说，我做不到。思来想去到最后竟有些羡慕楚门。",5
你并没有在我脑里装摄影机。。同样，你也不懂再虚无的美好也无法困住自由的心灵,5
"所以说，公众人物也有心酸的一面
电影开头完全没有想到所有人都在骗楚门，感觉一些情节很荒唐，到最后看穿一切，决定出海，每个人都要追求自由！！！",5
这个剧本太有创意了！可惜只是提名了奥斯卡最佳原创剧本奖（如果是败给同一届的《美丽人生》《拯救大兵瑞恩》我也就认了，但输给《莎翁情史》真不太服气）！这样的故事让摄影有了各种“随意”的可能，植入广告的安排算得上是我个人的最佳笑点；……派拉蒙将《楚门的世界》称为“有史以来最昂贵的艺术片”！—— 他是这个虚假的世界里唯一的真实，也是这个真实的世界里唯一的虚假。-第十放映室 -2014.06.07 重温于中国电影资料馆：第二个检票的观众，第一个进场的影迷。—— 2018.05.17：亲身体验过「国宝的世界」后再看《楚门的世界》，就在 Truman 身上找到了不少同感。,5
最后一个镜头他依靠在一块‘大海’和一块‘蓝天’上，那画面极具超现实主义视觉感,5
专注于你自己的生命。,5
这部电影在1998年来说，太超前了。,5
"在《肖申克的救赎》中有这样的一句话：这些墙很有趣。刚入狱的时候，你痛恨它，诅咒它。时间久了，你习惯了其中的生活。最后发现自己越来越离不开它。这就叫体制化。
楚门长达30年的时间里，都没有发现自己身处在一个被拍摄的环境中，导演解释说：因为人们都太容易接受现实了。
人性的弱点就是太容易被“驯化”了，王小波说，我们都是被“锤”的牛，他说，生活就是个缓慢受锤的过程，最后变得像被锤了的牛一样。
人类之所以能够适应这些看似“变态”的环境，究其原因，还是没有见识到其他的活法。
楚门从小生活在桃源岛上，所以他不知道在桃源之外有完全不同的生活，而我们，也大部分被每天的工作和生活轨迹所困，忘了外面其实有一个更大的世界。
我们无法朝一个自己看不到的世界努力，所以大多数人在桃源导上困顿了一生。

",4
笼中鸟的醒世寓言，Trueman与1900一去一留，同样是自由,5
"第一次看差不多二十几年前，现在再看，尤其是经历了魔幻的口罩三年，特别是难以置信的2022后，再来看此片，心中五味杂陈，不禁惊叹而感慨。

一个层面，会不会我们现在生活的地方本来就是假的，只是我不知道而已。新闻、网络、舆论导向、信息来源等等等等。

第二个层面，如果我们都是被上帝安排和摆布的人，我们有没有与被安排好的命运抗争的勇气？影片的最后，观众们为他欢呼，其实也是为自己渴望战胜命运的勇气在加油。

2022年马上过去了，魔幻与匪夷所思的事情一下子发生了太多。让我们以这部二十五年前的作品作为勉励，对抗疫情，也对抗任人摆布的世界。",5
自由,5
没觉得像传说中那么好吧，就是个喜剧+悬疑的片子，看得比较开心就是了,3
即便知道世界本就满是谎言和虚假，也要走出去。,4
人生如戏，戏如人生，已然分不清，那就不去分清,5
小时候一度怀疑自己活在大电视中,5
"小时候也有类似的思维，认为世界上所有的人和事物都是为我所设计，以前被称为叫青少年妄想偏执症，直到看到这部电影才发现，其实我们都是楚门！被设定，被限制，被禁锢，主角在这种环境中生活了30年而不自知。
记得当初看此片时，嘴是一直张着的，太震惊了。情节太离奇了，怎么可能会有这么样的人！
感到的却是一丝无奈和一丝悲哀。
其实我们都是楚门，差别只是，楚门最终走出了他的世界，而大多数的我们终其一生都将在其中徘徊。
我们每个人都是活在被设定的世界里，我们能在周围生活中找到“被设定”的痕迹，我们也有着在被设定的世界里所难以达成的梦想（楚门的斐济），但是我们却像前半段的楚门一样，无法或无力走出自己的世界去追寻自己的梦想。
",5
很多人都猜测地球是不是外星人眼中的楚门世界，我想用看过王阳明心学的浅薄皮毛感悟回复：我没有把他当朋友，他就不是朋友，我不认识他，他就不存在这个世界，我的世界就我所想所感所知。,5
“我长大了想当麦哲伦”，即使困境重重，也要去探索真实的世界。,5
这电影的立意，你要往大了说，可以上升到神学哲学宇宙科学的高度,4
迈出了桃源岛并不一定到了更好的世界 但是那是楚门自己选择的真实的世界 only things you regret are the things you didnt do 想到这个结局我也会平添几分勇气,5
伊谢尔伦：有人问“为什么这么好的电影不拍续集”，我回帖说“已经拍了，而且连拍三部，主演是基努•里维斯”,5
我觉得这部《楚门的世界》特别应景地呼应了那句话，你要相信世界上总有另一个你，在另一个地方，做着你从未做过的事。也许在楚门身上我们每个人都能找到自己的影子，无论是那个活在被操纵的世界中的他，还是发现真相后勇往直前的他。“如果再也不能见到你，祝你早安，午安，晚安。” 超前的故事理念,3
想要的不过是自由信任与真心而已,4
很好看，这剧情真的不错，不得不夸编剧了，棒棒棒棒,3
其实很简单——万物复归本原，新世纪的亚当没有了夏娃同甘共苦，夏娃成了上帝派来的卧底，一个鼻孔出气。只有那条蛇，永远忠诚的莉莉丝，诱食禁果尝试失败，被逐出乐园，只剩下无知的亚当在人造天堂中地老天荒。好在智慧树仍然存在，出口也存在。亚当愤起而反，倒向撒旦怀抱。——两千年的陈词滥调。,4
你刷到的是你一个人的桃花源，最后一句看看还有什么别的节目，才是所有人的麻木,5
这部神作有很多解读方向，我在这点上看到了自己：宁愿要残酷的现实，也断然不接受虚假的美好和善意。,5
十几年前就看过一次（没看完），再看时依然不停地产生快进的冲动。虽然很理解导演想要传递“快看老子多牛逼”的想法但对金凯瑞生理厌恶也没办法啊。,3
我们每个人都是电影里的自己，戏里戏外谁又分的清。,4
我真不覺得有甚好之處，這是人生之本，我只能說還行，現代人太蠢罷了，群氓,3
一部创意十足、笑点多多又不乏启示的喜剧片。安德鲁·尼克尔的剧本特别出彩，遗憾的是有些地方的处理还是偏表面化了点，较为圆满的结局倒也没什么不好的。金·凯瑞的表演绝对不可小觑，可惜喜剧演员总是不受学院奖待见。| 假如再也碰不见你，祝你早安、午安、晚安。（8.8/10）,5
看到最后才发现原来是部励志片，结尾处楚门无助的那一刻Jim Carrey演的很好。不知道为什么让我想到了《肖申刻的救赎》,4
逃离已知世界的勇气令人敬佩。,4
楚门从小生活在了一个刻意构造出的世界，想想就让人害怕。,5
彼得·威尔是不是试图用“楚门世界”这个真人秀来表现现代社会对人性的禁锢，并让楚门最后的离去作为对此的一种反抗，但是具有讽刺的却是，整个世界本来就是一个巨大的真人秀，每个人不可抗拒的被种种不可见的制片人、故事编剧、群众演员之流所影响，真正意义上的自由是根本不存在的。当年鲁迅先生所作《娜拉出走之后》来论证过娜拉即使离开了家庭，依旧无法逃离社会的魔掌，因为二者本来就是一体的。所以，对于楚门先生来说，最好的选择也只好重新回到《楚门世界》摄制组，继续那种“设计”的平凡又精彩的“普通生活”。毕竟楚门是一个很好的主角，我们都是一群很好的观众。最重要的是，每个人都是演员，所以说，我看了《楚门的世界》，最后得出的结论就是：敬业比那些虚无的自由更能够让人感到自己的价值。,4
身边的一切都是假的，被安排的生活真的是很可怕，结局真的怕就这样死在船上，还好走出来了。,5
